DLSOCTVProces
682.000000 684.000000 488.000000 box dimensions in microns
10   10   10	number of tissue points in x,y,z directions
100.	outer bound distance (100. in test case)
10.	max. segment length.  (5. in test case)
5 nodsegm, max. allowed number of segments per node
5078 total number of segments
name type from  to  diam flow HD
4767 6 5836 808  13.200 -2329.003  0.4000
4768 4 809 5841   7.200 -20.443  0.4000
4773 4 5841 810   7.200 -20.443  0.4000
4775 6 407 5843   8.200 -20.984  0.4000
4776 6 5843 638   8.200 -20.984  0.4000
4777 4 653 5848   4.200  -6.056  0.4000
4782 4 5848 5852   4.200  -6.056  0.4000
4786 4 5852 811   4.200  -6.056  0.4000
4788 6 653 5854   7.200 -145.226  0.4000
4789 6 5854 5855   7.200 -145.226  0.4000
4790 6 5855 812   7.200 -145.226  0.4000
4791 4 737 5963   6.200 -13.304  0.4000
4792 4 749 5859   6.200 -59.529  0.4000
4796 4 5859 5860   6.200 -59.529  0.4000
4797 6 5860 5861   6.200 -59.529  0.4000
4798 6 5861 698   6.200 -59.529  0.4000
4799 4 749 814  10.700  61.162  0.4000
4800 4 682 414   7.200 198.250  0.4000
4802 4 682 5863   7.200 -243.706  0.4000
4803 6 5863 5864   7.200 -243.706  0.4000
4804 6 5864 5865   7.200 -243.706  0.4000
4805 4 5865 815   7.200 -243.706  0.4000
4810 6 619 5870   8.200 -442.451  0.4000
4811 6 5870 5871   8.200 -442.451  0.4000
4812 6 5871 5872   8.200 -442.451  0.4000
4813 4 5872 816   8.200 -442.451  0.4000
4814 4 554 5876   4.200 -102.782  0.4000
4818 6 5876 5877   4.200 -102.782  0.4000
4819 6 5877 5878   4.200 -102.782  0.4000
4820 4 5878 817   4.200 -102.782  0.4000
4822 4 486 5883   4.200 -16.159  0.4000
4826 4 5883 818   4.200 -16.159  0.4000
4830 4 768 5887   5.200 -14.706  0.4000
4831 6 5887 5888   5.200 -14.706  0.4000
4832 4 5888 5890   5.200 -14.706  0.4000
4834 6 5890 5891   5.200 -14.706  0.4000
4835 6 5891 5892   5.200 -14.706  0.4000
4836 6 5892 819   5.200 -14.706  0.4000
4837 6 768 5893   6.200 -15.849  0.4000
4838 4 5893 5897   6.200 -15.849  0.4000
4842 4 5897 476   6.200 -15.849  0.4000
4847 4 820 735   7.200 -85.342  0.4000
4849 4 821 822   4.200   1.219  0.4000
4851 6 670 5904   7.200 217.959  0.4000
4852 6 5904 5905   7.200 217.959  0.4000
4853 6 5905 5906   7.200 217.959  0.4000
4854 6 5906 5907   7.200 217.959  0.4000
4855 6 5907 5908   7.200 217.959  0.4000
4856 6 5908 5909   7.200 217.959  0.4000
4857 4 5909 823   7.200 217.959  0.4000
4858 6 537 5910   6.700 -165.989  0.4000
4859 6 5910 5911   6.700 -165.989  0.4000
4860 6 5911 5912   6.700 -165.989  0.4000
4861 6 5912 5913   6.700 -165.989  0.4000
4862 6 5913 5914   6.700 -165.989  0.4000
4863 6 5914 5915   6.700 -165.989  0.4000
4864 6 5915 5916   6.700 -165.989  0.4000
4865 6 5916 5917   6.700 -165.989  0.4000
4866 6 5917 5918   6.700 -165.989  0.4000
4867 4 5918 5922   6.700 -165.989  0.4000
4871 4 5922 5926   6.700 -165.989  0.4000
4875 4 5926 824   6.700 -165.989  0.4000
4877 4 740 731   5.700  12.245  0.4000
4882 4 740 5935   5.200 -114.855  0.4000
4886 4 5935 5936   5.200 -114.855  0.4000
4887 6 5936 5937   5.200 -114.855  0.4000
4888 6 5937 5938   5.200 -114.855  0.4000
4889 6 5938 5939   5.200 -114.855  0.4000
4890 4 5939 5943   5.200 -114.855  0.4000
4894 4 5943 825   5.200 -114.855  0.4000
4897 4 232 629   8.200 608.948  0.4000
4901 6 632 5948  11.200 -886.600  0.4000
4902 6 5948 5949  11.200 -886.600  0.4000
4903 6 5949 5950  11.200 -886.600  0.4000
4904 6 5950 5951  11.200 -886.600  0.4000
4905 6 5951 826  11.200 -886.600  0.4000
4906 4 632 822   9.700 -155.740  0.4000
4909 4 757 769  12.200 181.007  0.4000
4910 4 769 827  12.200 -1369.446  0.4000
4913 4 757 828   8.200 -176.357  0.4000
4915 4 735 829   5.200   2.823  0.4000
4923 4 5963 770   6.200 -13.304  0.4000
4925 4 414 787   6.200 -99.540  0.4000
4927 4 830 5969   5.700   6.548  0.4000
4931 4 5969 831   5.700   6.548  0.4000
4932 4 718 717   8.200  25.145  0.4000
4933 4 717 832   4.700  -0.535  0.4000
4936 4 596 5976   7.200  85.383  0.4000
4941 4 5976 816   7.200  85.383  0.4000
4946 4 596 5984   6.700 -126.527  0.4000
4950 4 5984 5988   6.700 -126.527  0.4000
4954 4 5988 5992   6.700 -126.527  0.4000
4958 4 5992 833   6.700 -126.527  0.4000
4963 4 718 11736   7.200 -319.894  0.4000
4967 4 11736 834   7.200 -319.894  0.4000
4968 6 232 6001  18.200 16429.215  0.4000
4969 6 6001 6002  18.200 16429.215  0.4000
4970 6 6002 6003  18.200 16429.215  0.4000
4971 6 6003 6004  18.200 16429.215  0.4000
4972 4 6004 6006  18.200 16429.215  0.4000
4974 6 6006 6007  18.200 16429.215  0.4000
4975 6 6007 6008  18.200 16429.215  0.4000
4976 6 6008 6009  18.200 16429.215  0.4000
4977 6 6009 6010  18.200 16429.215  0.4000
4978 6 6010 6011  18.200 16429.215  0.4000
4979 6 6011 6012  18.200 16429.215  0.4000
4980 4 6012 6016  18.200 16429.215  0.4000
4984 4 6016 6020  18.200 16429.215  0.4000
4988 4 6020 835  18.200 16429.215  0.4000
4990 4 836 680   4.200  26.821  0.4000
4994 4 623 6029   5.200   7.936  0.4000
4999 4 6029 837   5.200   7.936  0.4000
5001 4 655 6035   6.200  11.279  0.4000
5006 4 6035 723   6.200  11.279  0.4000
5013 4 6041 6046   8.200 -291.629  0.4000
5018 4 6046 6050   8.200 -291.629  0.4000
5022 4 6050 6052   8.200 -291.629  0.4000
5024 6 6052 6053   8.200 -291.629  0.4000
5025 6 6053 839   8.200 -291.629  0.4000
5026 4 608 963   5.200  -0.183  0.4000
5030 4 409 464   6.200  87.119  0.4000
5033 6 409 6058   8.200 -203.488  0.4000
5034 6 6058 6059   8.200 -203.488  0.4000
5035 4 6059 6063   8.200 -203.488  0.4000
5039 4 6063 842   8.200 -203.488  0.4000
5043 6 655 6067   6.700 -568.079  0.4000
5044 6 6067 6068   6.700 -568.079  0.4000
5045 6 6068 843   6.700 -568.079  0.4000
5046 4 838 712   6.200 108.886  0.4000
5048 6 723 6070   9.200 -298.099  0.4000
5049 6 6070 724   9.200 -298.099  0.4000
5050 4 801 732   8.700 -509.644  0.4000
5051 6 801 6071   9.200 326.008  0.4000
5052 4 6071 845   9.200 326.008  0.4000
5055 4 393 6077   6.700 -16.862  0.4000
5059 4 6077 6079   6.700 -16.862  0.4000
5061 6 6079 846   6.700 -16.862  0.4000
5062 6 393 6080   5.200   0.565  0.4000
5063 6 6080 6081   5.200   0.565  0.4000
5064 6 6081 6082   5.200   0.565  0.4000
5065 6 6082 6083   5.200   0.565  0.4000
5066 6 6083 6084   5.200   0.565  0.4000
5067 6 6084 6085   5.200   0.565  0.4000
5068 4 6085 847   5.200   0.565  0.4000
5070 4 848 6090   5.200  -9.052  0.4000
5074 4 6090 6094   5.200  -9.052  0.4000
5078 4 6094 729   5.200  -9.052  0.4000
5080 4 702 6099   4.200 -10.566  0.4000
5087 4 730 6099   4.200  10.566  0.4000
5088 4 702 849   8.200 -243.321  0.4000
5091 4 738 850  11.700 1320.980  0.4000
5094 6 732 796  12.200 -2214.801  0.4000
5095 4 629 6110   6.200 -45.199  0.4000
5099 4 6110 834   6.200 -45.199  0.4000
5100 4 629 6113  11.200 599.988  0.4000
5103 6 6113 6114  11.200 599.988  0.4000
5104 6 6114 851  11.200 599.988  0.4000
5105 4 837 6117   5.200 -43.657  0.4000
5108 6 6117 6118   5.200 -43.657  0.4000
5109 6 6118 6119   5.200 -43.657  0.4000
5110 6 6119 6120   5.200 -43.657  0.4000
5111 6 6120 6121   5.200 -43.657  0.4000
5112 6 6121 852   5.200 -43.657  0.4000
5113 4 476 721   9.200  76.141  0.4000
5115 4 622 853   9.700  21.964  0.4000
5118 6 622 854  10.200 -763.307  0.4000
5122 4 788 814   9.200 -84.682  0.4000
5123 4 814 6131   5.200 -23.521  0.4000
5127 4 6131 6135   5.200 -23.521  0.4000
5132 4 855 6135   5.200  23.521  0.4000
5133 6 675 6137   4.200 -168.126  0.4000
5134 6 6137 856   4.200 -168.126  0.4000
5135 6 675 6138   6.200 -136.462  0.4000
5136 4 6138 6139   6.200 -136.462  0.4000
5137 6 6139 6140   6.200 -136.462  0.4000
5138 6 6140 6141   6.200 -136.462  0.4000
5139 6 6141 6142   6.200 -136.462  0.4000
5140 6 6142 6143   6.200 -136.462  0.4000
5141 6 6143 6144   6.200 -136.462  0.4000
5142 6 6144 6145   6.200 -136.462  0.4000
5143 4 6145 857   6.200 -136.462  0.4000
5145 4 805 858   7.700 -206.726  0.4000
5148 4 752 6154   6.200  -5.244  0.4000
5154 4 751 6154   6.200   5.244  0.4000
5155 4 752 6158   9.200  14.155  0.4000
5159 4 6158 6163   9.200  14.155  0.4000
5164 4 6163 753   9.200  14.155  0.4000
5166 4 743 6168   7.200 -18.377  0.4000
5170 4 6168 6624   7.200 -18.377  0.4000
5172 4 743 861   5.200 -144.601  0.4000
5174 4 862 6175   7.200 -271.902  0.4000
5179 4 6175 6180   7.200 -271.902  0.4000
5184 4 6180 863   7.200 -271.902  0.4000
5185 6 837 6181   8.200  51.593  0.4000
5186 4 6181 864   8.200  51.593  0.4000
5188 4 865 721   7.200 271.088  0.4000
5189 4 770 866   5.200  17.054  0.4000
5193 6 457 6186   7.700 -257.871  0.4000
5194 6 6186 6187   7.700 -257.871  0.4000
5195 6 6187 6188   7.700 -257.871  0.4000
5196 6 6188 6189   7.700 -257.871  0.4000
5197 6 6189 867   7.700 -257.871  0.4000
5198 4 712 868   4.200  -5.695  0.4000
5200 4 799 869  12.200 -1603.721  0.4000
5202 4 799 870   7.700  83.011  0.4000
5205 4 871 6197   4.200  -6.066  0.4000
5209 4 6197 365   4.200  -6.066  0.4000
5212 4 733 6203   4.200 -20.764  0.4000
5216 4 6203 744   4.200 -20.764  0.4000
5218 4 733 6208   5.200  31.771  0.4000
5222 4 6208 872   5.200  31.771  0.4000
5226 6 692 6212   4.700 -70.483  0.4000
5227 4 6212 6213   4.700 -70.483  0.4000
5228 6 6213 6214   4.700 -70.483  0.4000
5229 6 6214 6215   4.700 -70.483  0.4000
5230 6 6215 764   4.700 -70.483  0.4000
5231 4 692 873   9.200 -30.184  0.4000
5235 4 819 755   8.200  38.488  0.4000
5239 4 819 6224   8.200 -53.194  0.4000
5242 6 6224 6225   8.200 -53.194  0.4000
5243 6 6225 6226   8.200 -53.194  0.4000
5244 6 6226 6227   8.200 -53.194  0.4000
5245 4 6227 6232   8.200 -53.194  0.4000
5250 4 874 6232   8.200  53.194  0.4000
5251 6 599 6233   6.200 -47.286  0.4000
5252 6 6233 6234   6.200 -47.286  0.4000
5253 6 6234 6235   6.200 -47.286  0.4000
5254 6 6235 720   6.200 -47.286  0.4000
5255 4 727 736   8.700 -16.563  0.4000
5256 6 721 875  12.200 -247.677  0.4000
5257 4 794 6240   7.200  10.720  0.4000
5262 4 6240 876   7.200  10.720  0.4000
5266 6 794 877   5.700 -43.647  0.4000
5267 6 729 6244   7.200 -1022.644  0.4000
5269 4 878 6244   7.200 1022.644  0.4000
5270 4 841 879   6.700  -1.399  0.4000
5273 4 841 880   8.200  -4.814  0.4000
5278 4 751 6255   6.200 -13.506  0.4000
5286 4 882 6255   6.200  13.506  0.4000
5287 4 579 883   8.700  43.077  0.4000
5292 6 781 6264   6.700 -139.590  0.4000
5293 6 6264 6265   6.700 -139.590  0.4000
5294 6 6265 6266   6.700 -139.590  0.4000
5295 4 6266 11745   6.700 -139.590  0.4000
5299 4 11745 884   6.700 -139.590  0.4000
5300 4 781 885   8.200 -308.370  0.4000
5302 4 828 6275   7.200  -8.432  0.4000
5306 6 6275 6276   7.200  -8.432  0.4000
5307 6 6276 6277   7.200  -8.432  0.4000
5308 4 6277 886   7.200  -8.432  0.4000
5310 6 828 6279  10.200 -167.925  0.4000
5311 6 6279 6280  10.200 -167.925  0.4000
5312 6 6280 887  10.200 -167.925  0.4000
5313 4 822 888   8.200 -154.521  0.4000
5317 6 638 6284   8.200 -364.676  0.4000
5318 6 6284 6285   8.200 -364.676  0.4000
5319 6 6285 889   8.200 -364.676  0.4000
5320 4 802 6289   5.200 -12.740  0.4000
5324 4 6289 890   5.200 -12.740  0.4000
5328 6 802 6293   7.700  12.503  0.4000
5329 6 6293 6294   7.700  12.503  0.4000
5330 6 6294 6295   7.700  12.503  0.4000
5331 6 6295 6296   7.700  12.503  0.4000
5332 4 6296 886   7.700  12.503  0.4000
5333 4 773 589   8.200 -36.989  0.4000
5337 6 773 6300   8.200 160.096  0.4000
5338 6 6300 6301   8.200 160.096  0.4000
5339 6 6301 6302   8.200 160.096  0.4000
5340 6 6302 6303   8.200 160.096  0.4000
5341 4 6303 6307   8.200 160.096  0.4000
5345 4 6307 6311   8.200 160.096  0.4000
5349 4 6311 891   8.200 160.096  0.4000
5350 4 892 6312   5.200 -91.842  0.4000
5351 6 6312 6313   5.200 -91.842  0.4000
5352 4 6313 6318   5.200 -91.842  0.4000
5357 6 6318 6319   5.200 -91.842  0.4000
5358 6 6319 6320   5.200 -91.842  0.4000
5359 6 6320 6321   5.200 -91.842  0.4000
5360 4 6321 893   5.200 -91.842  0.4000
5362 4 892 6327   4.200 -67.317  0.4000
5367 6 6327 6328   4.200 -67.317  0.4000
5368 6 6328 6329   4.200 -67.317  0.4000
5369 4 6329 894   4.200 -67.317  0.4000
5372 6 892 6332   7.200 159.159  0.4000
5373 6 6332 878   7.200 159.159  0.4000
5374 6 780 6333   6.200 -77.461  0.4000
5375 6 6333 895   6.200 -77.461  0.4000
5376 6 487 6334   9.200 -32.423  0.4000
5377 6 6334 767   9.200 -32.423  0.4000
5378 4 321 827   5.700 -125.212  0.4000
5379 6 875 896  12.200 -247.677  0.4000
5380 4 897 786  12.200 150.994  0.4000
5381 6 786 6335  14.700 -2219.343  0.4000
5382 6 6335 6336  14.700 -2219.343  0.4000
5383 4 6336 6338  14.700 -2219.343  0.4000
5385 6 6338 898  14.700 -2219.343  0.4000
5386 6 788 6339  16.200 -5457.645  0.4000
5387 6 6339 6340  16.200 -5457.645  0.4000
5388 6 6340 6341  16.200 -5457.645  0.4000
5389 6 6341 899  16.200 -5457.645  0.4000
5390 6 744 6342   8.200 -481.056  0.4000
5391 6 6342 6343   8.200 -481.056  0.4000
5392 6 6343 900   8.200 -481.056  0.4000
5393 4 755 6347   6.200 -15.423  0.4000
5397 4 6347 782   6.200 -15.423  0.4000
5399 4 846 734   5.700 -36.848  0.4000
5400 4 763 6353   7.200 -114.123  0.4000
5405 4 6353 901   7.200 -114.123  0.4000
5406 4 854 6359   6.200  10.399  0.4000
5412 4 6359 6363   6.200  10.399  0.4000
5416 4 6363 6367   6.200  10.399  0.4000
5420 4 6367 902   6.200  10.399  0.4000
5422 4 877 713   7.200  90.036  0.4000
5424 6 877 6370   6.200 -133.683  0.4000
5425 6 6370 6371   6.200 -133.683  0.4000
5426 6 6371 6372   6.200 -133.683  0.4000
5427 6 6372 842   6.200 -133.683  0.4000
5428 4 849 6376   6.700 -137.281  0.4000
5432 4 6376 683   6.700 -137.281  0.4000
5433 4 690 6380   5.200 -49.797  0.4000
5437 4 6380 903   5.200 -49.797  0.4000
5439 4 690 904   4.200 -84.772  0.4000
5441 6 734 6383   6.200 -22.491  0.4000
5442 6 6383 6384   6.200 -22.491  0.4000
5443 4 6384 6388   6.200 -22.491  0.4000
5447 6 6388 6389   6.200 -22.491  0.4000
5448 4 6389 905   6.200 -22.491  0.4000
5451 4 736 6395   5.200   2.416  0.4000
5455 4 6395 906   5.200   2.416  0.4000
5456 6 854 6396   9.700 -773.706  0.4000
5457 6 6396 6397   9.700 -773.706  0.4000
5458 6 6397 907   9.700 -773.706  0.4000
5459 4 464 6401   6.200   3.382  0.4000
5463 4 6401 6406   6.200   3.382  0.4000
5468 4 6406 908   6.200   3.382  0.4000
5470 4 803 6411   7.200 -29.932  0.4000
5474 4 6411 6415   7.200 -29.932  0.4000
5478 4 6415 909   7.200 -29.932  0.4000
5482 6 803 6419  11.200 -64.962  0.4000
5483 4 6419 910  11.200 -64.962  0.4000
5484 4 787 6420   7.700 -152.848  0.4000
5485 6 6420 6421   7.700 -152.848  0.4000
5486 6 6421 6422   7.700 -152.848  0.4000
5487 6 6422 6423   7.700 -152.848  0.4000
5488 6 6423 6424   7.700 -152.848  0.4000
5489 6 6424 6425   7.700 -152.848  0.4000
5490 6 6425 6426   7.700 -152.848  0.4000
5491 6 6426 6427   7.700 -152.848  0.4000
5492 6 6427 911   7.700 -152.848  0.4000
5493 6 589 912   7.200 -110.629  0.4000
5494 4 913 6431   6.200  -1.337  0.4000
5498 4 6431 6436   6.200  -1.337  0.4000
5503 4 6436 748   6.200  -1.337  0.4000
5506 4 714 6442   6.200 -33.406  0.4000
5510 4 6442 894   6.200 -33.406  0.4000
5512 6 714 6444  14.200 -733.696  0.4000
5513 6 6444 6445  14.200 -733.696  0.4000
5514 4 6445 914  14.200 -733.696  0.4000
5516 6 849 6447   6.200 -106.040  0.4000
5517 6 6447 6448   6.200 -106.040  0.4000
5518 6 6448 6449   6.200 -106.040  0.4000
5519 6 6449 6450   6.200 -106.040  0.4000
5520 6 6450 6451   6.200 -106.040  0.4000
5521 6 6451 6452   6.200 -106.040  0.4000
5522 4 6452 915   6.200 -106.040  0.4000
5523 6 796 6453  15.200 1686.333  0.4000
5524 6 6453 6454  15.200 1686.333  0.4000
5525 6 6454 6455  15.200 1686.333  0.4000
5526 6 6455 6456  15.200 1686.333  0.4000
5527 6 6456 916  15.200 1686.333  0.4000
5528 4 885 6461   7.200 -138.734  0.4000
5533 4 6461 665   7.200 -138.734  0.4000
5536 4 885 6466   7.200 -169.635  0.4000
5539 6 6466 6467   7.200 -169.635  0.4000
5540 6 6467 6468   7.200 -169.635  0.4000
5541 6 6468 6469   7.200 -169.635  0.4000
5542 6 6469 6470   7.200 -169.635  0.4000
5543 6 6470 6471   7.200 -169.635  0.4000
5544 6 6471 6472   7.200 -169.635  0.4000
5545 6 6472 6473   7.200 -169.635  0.4000
5546 4 6473 917   7.200 -169.635  0.4000
5551 4 706 6481   6.200 -208.381  0.4000
5555 4 6481 918   6.200 -208.381  0.4000
5559 4 706 873   6.200 170.848  0.4000
5562 4 846 6490   5.200  19.986  0.4000
5566 4 6490 919   5.200  19.986  0.4000
5571 4 667 920  10.200 -501.877  0.4000
5575 6 667 6498  26.200 -8327.461  0.4000
5576 6 6498 921  26.200 -8327.461  0.4000
5577 4 897 922   8.700 124.699  0.4000
5580 4 897 923  11.700 -275.693  0.4000
5581 4 713 6505   4.700   8.390  0.4000
5586 4 6505 924   4.700   8.390  0.4000
5588 4 925 858   5.700  -3.985  0.4000
5591 4 883 6514   7.700  -9.318  0.4000
5598 4 6514 6518   7.700  -9.318  0.4000
5602 4 6518 6523   7.700  -9.318  0.4000
5608 4 926 6523   7.700   9.318  0.4000
5609 6 317 6525  18.700 4763.231  0.4000
5610 6 6525 6526  18.700 4763.231  0.4000
5611 6 6526 927  18.700 4763.231  0.4000
5612 4 317 6531   6.200 -74.193  0.4000
5617 4 6531 6535   6.200 -74.193  0.4000
5621 4 6535 919   6.200 -74.193  0.4000
5624 6 665 6538   7.200 -149.745  0.4000
5625 6 6538 6539   7.200 -149.745  0.4000
5626 6 6539 928   7.200 -149.745  0.4000
5627 6 827 929   9.200 -1494.659  0.4000
5629 4 865 890   5.700  -9.228  0.4000
5630 4 890 6545   7.200 -21.967  0.4000
5635 4 6545 930   7.200 -21.967  0.4000
5637 4 931 6551   7.200 139.851  0.4000
5642 4 6551 932   7.200 139.851  0.4000
5643 4 931 6553   6.200 -13.097  0.4000
5645 6 6553 6554   6.200 -13.097  0.4000
5646 6 6554 6555   6.200 -13.097  0.4000
5647 4 6555 933   6.200 -13.097  0.4000
5649 4 931 922   8.200 -126.754  0.4000
5651 6 812 6558   6.200 -109.926  0.4000
5652 6 6558 6559   6.200 -109.926  0.4000
5653 6 6559 6560   6.200 -109.926  0.4000
5654 6 6560 934   6.200 -109.926  0.4000
5655 4 812 6563   6.200 -35.300  0.4000
5658 6 6563 6564   6.200 -35.300  0.4000
5659 6 6564 6565   6.200 -35.300  0.4000
5660 4 6565 6569   6.200 -35.300  0.4000
5664 4 6569 6573   6.200 -35.300  0.4000
5668 4 6573 6577   6.200 -35.300  0.4000
5672 4 6577 935   6.200 -35.300  0.4000
5673 4 730 6581   5.700  -1.853  0.4000
5677 4 6581 936   5.700  -1.853  0.4000
5682 4 883 6589   7.700  52.395  0.4000
5686 4 6589 937   7.700  52.395  0.4000
5689 4 861 845   7.700 -230.073  0.4000
5692 6 861 6594   6.200  85.472  0.4000
5693 6 6594 6595   6.200  85.472  0.4000
5694 6 6595 6596   6.200  85.472  0.4000
5695 6 6596 884   6.200  85.472  0.4000
5696 4 864 920  10.200 107.854  0.4000
5698 4 843 938   4.200  24.365  0.4000
5700 6 843 6599   4.700 -592.444  0.4000
5701 6 6599 6600   4.700 -592.444  0.4000
5702 6 6600 6601   4.700 -592.444  0.4000
5703 6 6601 6602   4.700 -592.444  0.4000
5704 6 6602 939   4.700 -592.444  0.4000
5705 6 724 6603   6.200 -357.326  0.4000
5706 4 6603 762   6.200 -357.326  0.4000
5711 4 924 936   8.200  64.197  0.4000
5712 4 936 683  11.200  62.344  0.4000
5714 6 856 940   8.200 -152.571  0.4000
5715 4 856 6612   7.200 -15.554  0.4000
5719 4 6612 6613   7.200 -15.554  0.4000
5720 6 6613 6614   7.200 -15.554  0.4000
5721 6 6614 6615   7.200 -15.554  0.4000
5722 4 6615 6616   7.200 -15.554  0.4000
5723 6 6616 6617   7.200 -15.554  0.4000
5724 6 6617 6618   7.200 -15.554  0.4000
5725 4 6618 941   7.200 -15.554  0.4000
5732 4 6624 6628   7.200 -18.377  0.4000
5736 4 6628 942   7.200 -18.377  0.4000
5740 4 943 6635   6.200  -4.971  0.4000
5744 4 6635 944   6.200  -4.971  0.4000
5745 4 945 6642   7.200  -6.116  0.4000
5752 4 6642 946   7.200  -6.116  0.4000
5757 4 904 945   8.200 -137.470  0.4000
5758 4 945 947  52.200 -131.354  0.4000
5760 4 904 6651   6.200  52.698  0.4000
5764 4 6651 6655   6.200  52.698  0.4000
5768 6 6655 6656   6.200  52.698  0.4000
5769 6 6656 6657   6.200  52.698  0.4000
5770 6 6657 6658   6.200  52.698  0.4000
5771 4 6658 948   6.200  52.698  0.4000
5775 4 726 6666   6.200  86.864  0.4000
5780 4 6666 6670   6.200  86.864  0.4000
5784 4 6670 792   6.200  86.864  0.4000
5786 4 726 694   7.200 -145.987  0.4000
5787 4 816 6676   8.200 -357.068  0.4000
5792 4 6676 6680   8.200 -357.068  0.4000
5796 4 6680 949   8.200 -357.068  0.4000
5798 6 864 6682   4.200 -56.261  0.4000
5799 4 6682 950   4.200 -56.261  0.4000
5800 4 865 6684   9.200 -261.860  0.4000
5802 6 6684 6685   9.200 -261.860  0.4000
5803 4 6685 951   9.200 -261.860  0.4000
5804 4 923 6686   8.700 -254.510  0.4000
5805 6 6686 6687   8.700 -254.510  0.4000
5806 4 6687 6688   8.700 -254.510  0.4000
5807 6 6688 6689   8.700 -254.510  0.4000
5808 6 6689 6690   8.700 -254.510  0.4000
5809 6 6690 6691   8.700 -254.510  0.4000
5810 6 6691 6692   8.700 -254.510  0.4000
5811 6 6692 6693   8.700 -254.510  0.4000
5812 6 6693 6694   8.700 -254.510  0.4000
5813 4 6694 952   8.700 -254.510  0.4000
5817 4 923 953   7.200 -21.183  0.4000
5821 4 663 870   6.700 -68.680  0.4000
5822 4 663 954   8.200  67.047  0.4000
5826 4 956 955   4.700   0.469  0.4000
5827 4 793 873   9.700 -140.664  0.4000
5828 4 793 902   8.700  33.032  0.4000
5829 4 784 863   5.700 -27.024  0.4000
5830 4 784 957   9.200 -158.701  0.4000
5834 4 424 766  15.200 589.797  0.4000
5836 4 424 6711  11.700 1423.392  0.4000
5840 4 6711 6715  11.700 1423.392  0.4000
5844 6 6715 6716  11.700 1423.392  0.4000
5845 6 6716 6717  11.700 1423.392  0.4000
5846 4 6717 958  11.700 1423.392  0.4000
5847 4 922 6721   5.200  -2.055  0.4000
5851 4 6721 959   5.200  -2.055  0.4000
5855 4 507 961   8.200 112.714  0.4000
5857 4 507 6729   7.200  55.303  0.4000
5861 4 6729 962   7.200  55.303  0.4000
5866 4 778 956   9.700  -3.696  0.4000
5867 4 845 11753   5.200  95.935  0.4000
5871 4 11753 785   5.200  95.935  0.4000
5872 4 964 6740   5.200 -10.960  0.4000
5876 4 6740 7981   5.200 -10.960  0.4000
5880 4 808 6748   7.200 -73.548  0.4000
5885 4 6748 966   7.200 -73.548  0.4000
5886 4 863 6750   7.200 -298.926  0.4000
5888 6 6750 6751   7.200 -298.926  0.4000
5889 6 6751 6752   7.200 -298.926  0.4000
5890 4 6752 6756   7.200 -298.926  0.4000
5894 4 6756 967   7.200 -298.926  0.4000
5896 4 853 810   8.700   8.544  0.4000
5897 4 853 6762   6.200  13.420  0.4000
5902 4 6762 6766   6.200  13.420  0.4000
5906 4 6766 968   6.200  13.420  0.4000
5910 4 969 920   8.200 394.023  0.4000
5911 4 932 528   6.700 126.948  0.4000
5914 4 932 6775   5.200  12.903  0.4000
5920 4 906 6775   5.200 -12.903  0.4000
5921 6 517 6778   6.700  67.386  0.4000
5922 6 6778 6779   6.700  67.386  0.4000
5923 4 6779 970   6.700  67.386  0.4000
5926 4 912 6782   7.200 -80.447  0.4000
5927 6 6782 6783   7.200 -80.447  0.4000
5928 6 6783 6784   7.200 -80.447  0.4000
5929 6 6784 6785   7.200 -80.447  0.4000
5930 6 6785 6786   7.200 -80.447  0.4000
5931 4 6786 6790   7.200 -80.447  0.4000
5935 4 6790 6794   7.200 -80.447  0.4000
5939 4 6794 971   7.200 -80.447  0.4000
5942 4 912 6797   8.700 -30.183  0.4000
5943 6 6797 6798   8.700 -30.183  0.4000
5944 4 6798 972   8.700 -30.183  0.4000
5945 4 924 908   6.200 -55.806  0.4000
5947 6 683 973  15.700 -2433.689  0.4000
5948 4 940 972   7.200  10.799  0.4000
5952 6 940 6803   6.700 -163.370  0.4000
5953 6 6803 6804   6.700 -163.370  0.4000
5954 6 6804 6805   6.700 -163.370  0.4000
5955 4 6805 6809   6.700 -163.370  0.4000
5959 4 6809 825   6.700 -163.370  0.4000
5963 4 869 974  12.200 -1626.366  0.4000
5965 4 869 975   5.700  22.645  0.4000
5968 4 954 976   7.200  64.568  0.4000
5970 4 954 977   5.200   2.480  0.4000
5974 4 858 6823   7.200 -210.711  0.4000
5978 4 6823 978   7.200 -210.711  0.4000
5982 6 694 6827   7.200 -199.354  0.4000
5983 6 6827 6828   7.200 -199.354  0.4000
5984 6 6828 6829   7.200 -199.354  0.4000
5985 6 6829 6830   7.200 -199.354  0.4000
5986 6 6830 6831   7.200 -199.354  0.4000
5987 6 6831 6832   7.200 -199.354  0.4000
5988 6 6832 979   7.200 -199.354  0.4000
5989 4 808 6836   4.200 -40.997  0.4000
5993 4 6836 6841   4.200 -40.997  0.4000
5998 4 980 6841   4.200  40.997  0.4000
5999 6 834 6842   7.200 -365.093  0.4000
6000 6 6842 6843   7.200 -365.093  0.4000
6001 6 6843 6844   7.200 -365.093  0.4000
6002 4 6844 6845   7.200 -365.093  0.4000
6003 6 6845 6846   7.200 -365.093  0.4000
6004 4 6846 981   7.200 -365.093  0.4000
